Cell,ATF3(+),ELF2(+),IRF8(+),IRF9(+),KDM5A(+),MEIS2(+),NFKB1(+),NFKB2(+),REL(+),RELB(+),STAT2(+),TAF1L(+),YY1(+),HIVEP3(+),IRF8(+),IRF9(+),NFKB1(+),REL(+),SREBF1(+),ELF2(+),IRF8(+),IRF9(+),KDM5A(+),NFKB1(+),REL(+),RELB(+),SREBF1(+),TAF1L(+),USF1(+),USF2(+),YY1(+),ZNF232(+),IRF8(+),OTX1(+),TAF1L(+),ARID3A(+),IRF8(+),IRF9(+),KDM5A(+),NFKB1(+),RELA(+),RELB(+),SREBF1(+),STAT2(+),TAF1L(+),ELF1(+),HIVEP3(+),IRF7(+),MAX(+),NFKB1(+),REL(+),RELB(+),STAT2(+),USF2(+),YY1(+)
HNSCC25_P31_G03_S267_comb,0.023286679536679535,0.0,0.02726833976833977,0.0,0.018601190476190476,0.0,0.026587301587301587,0.0,0.0,0.045582706766917294,0.04556650246305419,0.0,0.018948412698412697,0.06682900432900434,0.00992063492063492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05412946428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.02366593567251462,0.0,0.0,0.00744047619047619,0.0,0.0,0.0,0.0,0.12372448979591837,0.0,0.07162698412698412,0.0,0.11624415391156463,0.016544117647058824,0.031568877551020405,0.0,0.025770030234315948,0.11844484629294756,0.04934715821812596,0.0,0.0,0.0
HNSCC25_P31_D07_S235_comb,0.061936936936936936,0.09170386904761904,0.013795045045045045,0.04920977011494253,0.0,0.0,0.036210317460317464,0.0,0.0,0.0,0.034482758620689655,0.0,0.007242063492063492,0.0,0.0,0.12973484848484848,0.015046296296296295,0.11488095238095238,0.0011904761904761906,0.09170386904761904,0.0,0.12973484848484848,0.0,0.00712719298245614,0.0,0.0,0.0016233766233766235,0.0,0.0,0.0,0.0,0.03720238095238095,0.0,0.015494465329991646,0.0,0.043154761904761904,0.0,0.1189236111111111,0.0,0.0,0.0,0.0,0.0009398496240601503,0.06666666666666667,0.0,0.11043792517006802,0.040397408963585436,0.0857249149659864,0.007485569985569986,0.047311980347694634,0.06833936106088005,0.048027073732718896,0.0,0.0,0.0
HNSCC25_P4_H09_S285_comb,0.0271476833976834,0.0,0.02750965250965251,0.0946223316912972,0.0,0.0,0.05783730158730159,0.0,0.08212425595238096,0.024592731829573933,0.08061371100164204,0.0,0.0,0.0,0.05654761904761905,0.17221320346320346,0.08035714285714286,0.05863095238095238,0.0,0.0,0.09253246753246754,0.17221320346320346,0.046130952380952384,0.05349310776942356,0.0978422619047619,0.029203869047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.05089285714285714,0.018092105263157895,0.0,0.0,0.04241071428571429,0.15786210317460317,0.0,0.019543650793650794,0.0,0.06675170068027211,0.0,0.1558531746031746,0.0,0.11126169217687075,0.08473389355742297,0.030293367346938774,0.035128066378066376,0.06994047619047619,0.09860985533453888,0.10627880184331798,0.0135546066252588,0.005172902494331066,0.0
HNSCC25_P31_D04_S232_comb,0.003861003861003861,0.0,0.03651866151866152,0.006516830870279146,0.10639880952380952,0.0,0.004067460317460318,0.057539682539682536,0.0,0.0,0.0054905582922824304,0.014243197278911565,0.018948412698412697,0.0,0.05076058201058201,0.0,0.013558201058201057,0.0,0.0,0.0,0.08306277056277056,0.0,0.0,0.006422305764411027,0.0,0.0,0.0,0.0,0.0,0.02138157894736842,0.0,0.0,0.04583333333333333,0.02289578111946533,0.014243197278911565,0.0,0.03819444444444445,0.0,0.0,0.008134920634920636,0.02699829931972789,0.0,0.0,0.010615079365079366,0.08452380952380953,0.09203603316326531,0.06801470588235294,0.0824829931972789,0.08752705627705627,0.026596749811035526,0.051913803496081976,0.02707373271889401,0.0,0.040249433106575964,0.0011160714285714285
HNSCC25_P12_A10_S106_comb,0.041787323037323035,0.0,0.02167792792792793,0.01513752052545156,0.0,0.0,0.08025793650793651,0.0,0.08686755952380952,0.05834899749373434,0.03930623973727422,0.0,0.015277777777777777,0.05560064935064935,0.04456018518518518,0.030167748917748916,0.0,0.42678571428571427,0.0,0.0,0.03530844155844156,0.030167748917748916,0.14285714285714285,0.09163533834586467,0.10193452380952381,0.06928943452380952,0.0,0.0,0.0,0.0,0.0,0.0,0.04010416666666667,0.00866750208855472,0.0,0.0,0.03342013888888889,0.02765376984126984,0.0,0.05257936507936508,0.0,0.0,0.0,0.05575396825396826,0.0,0.14029283588435373,0.07348564425770308,0.04028486394557823,0.015827922077922076,0.04641439909297052,0.15903782399035563,0.10047043010752688,0.006599378881987578,0.013463718820861678,0.0
HNSCC25_P4_E08_S248_comb,0.1200530888030888,0.0,0.0024533462033462035,0.05803571428571429,0.0,0.0,0.005505952380952381,0.0,0.006417410714285714,0.0,0.05931855500821018,0.0,0.0,0.0,0.0,0.15300324675324675,0.0,0.020535714285714286,0.0,0.0,0.0,0.15300324675324675,0.0,0.00869360902255639,0.00855654761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016473475355054303,0.0,0.0,0.0,0.1402529761904762,0.0,0.006845238095238095,0.0,0.0,0.0,0.11468253968253968,0.0,0.0234906462585034,0.0,0.06138392857142857,0.020607864357864356,0.022911942554799697,0.0012997287522603978,0.04531490015360983,0.05250388198757764,0.0,0.011803300865800866
HNSCC25_P31_C04_S220_comb,0.07166988416988417,0.0,0.004303410553410553,0.03479064039408867,0.09871031746031746,0.0,0.05099206349206349,0.0,0.0,0.006892230576441102,0.050338669950738914,0.03018707482993197,0.0,0.0,0.0,0.046807359307359304,0.01455026455026455,0.0,0.0,0.0,0.0,0.046807359307359304,0.0,0.006892230576441102,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.023574561403508772,0.03018707482993197,0.0,0.0,0.04290674603174603,0.0,0.008928571428571428,0.024022108843537414,0.0,0.0,0.07113095238095238,0.010416666666666666,0.12433567176870748,0.04385504201680672,0.07472363945578231,0.029085497835497836,0.04372165532879819,0.09838381555153707,0.0254176267281106,0.0,0.0,0.0
HNSCC25_P4_A04_S196_comb,0.14205276705276706,0.0,0.0,0.09344211822660098,0.0,0.0,0.019196428571428573,0.0,0.0,0.0,0.09344211822660098,0.0012755102040816326,0.0,0.0,0.0,0.21009199134199133,0.0,0.0,0.0,0.0,0.0,0.21009199134199133,0.0,0.03031015037593985,0.0,0.0,0.0,0.0017857142857142857,0.0,0.0,0.0,0.0,0.0,0.009333228905597327,0.0,0.0,0.0,0.1925843253968254,0.0,0.0,0.0,0.0,0.0,0.14126984126984127,0.0,0.029071003401360544,0.0,0.0,0.013618326118326118,0.047311980347694634,0.015841621458710067,0.054891513056835636,0.04089026915113872,0.0,0.0
HNSCC25_P4_F08_S260_comb,0.11546814671814672,0.0,0.0,0.06742610837438423,0.0,0.0,0.00689484126984127,0.0,0.0,0.0,0.061319786535303775,0.0,0.0,0.0,0.0,0.1701839826839827,0.0,0.0,0.0,0.0,0.0,0.1701839826839827,0.0,0.010886591478696741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017152255639097745,0.0,0.0,0.0,0.15600198412698413,0.0,0.0,0.0,0.0,0.0,0.1185515873015873,0.0,0.03625903486394558,0.0,0.012914540816326531,0.026740620490620492,0.017668178382464098,0.021059373116335142,0.01968125960061444,0.034161490683229816,0.00233843537414966,0.0
HNSCC25_P4_G09_S273_comb,0.1328024453024453,0.0,0.0,0.033610426929392444,0.0,0.0,0.0,0.0,0.0,0.0,0.023039819376026272,0.0,0.0,0.10849567099567099,0.0,0.08860930735930736,0.0,0.0,0.0,0.0,0.0,0.08860930735930736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00787124060150376,0.0,0.0,0.0,0.08122519841269842,0.0,0.0,0.0,0.0,0.0,0.044543650793650795,0.0,0.0176578443877551,0.010241596638655462,0.02577593537414966,0.01443001443001443,0.029502078609221466,0.01182941531042797,0.07824500768049156,0.038302277432712216,0.0,0.0
HNSCC24_P3_A04_S4_comb,0.21822715572715573,0.0,0.015725546975546977,0.027196223316912974,0.0,0.0,0.0,0.0,0.0,0.008615288220551378,0.027196223316912974,0.0,0.0,0.0569534632034632,0.03232473544973545,0.07169913419913419,0.0,0.0,0.0,0.0,0.0,0.07169913419913419,0.11904761904761904,0.0,0.0,0.010230654761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191624895572264,0.0,0.0,0.024243551587301588,0.06572420634920635,0.11904761904761904,0.0,0.0,0.0,0.0,0.05257936507936508,0.0,0.03627232142857143,0.0,0.0,0.012265512265512266,0.025085034013605442,0.022472121760096445,0.0501392089093702,0.0,0.017857142857142856,0.0
HNSCC25_P4_C08_S224_comb,0.06764800514800515,0.0,0.023045366795366794,0.10899014778325124,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.044237012987012984,0.0,0.2593344155844156,0.0,0.0,0.0,0.0,0.0,0.2593344155844156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168781328320802,0.0,0.0,0.0,0.23772321428571427,0.0,0.0,0.0,0.0,0.0,0.18412698412698414,0.0,0.022879464285714284,0.014311974789915966,0.04134778911564626,0.046446608946608944,0.01594387755102041,0.005029385171790235,0.03763440860215054,0.03733178053830228,0.0,0.0
HNSCC25_P31_B11_S215_comb,0.025136743886743886,0.0,0.016208172458172458,0.0,0.02628968253968254,0.0,0.013740079365079365,0.0,0.021391369047619048,0.0,0.03063423645320197,0.0,0.005158730158730159,0.0,0.03331679894179894,0.0,0.03802910052910053,0.0,0.0,0.0,0.05451839826839827,0.0,0.0,0.01801378446115288,0.028521825396825396,0.0,0.0,0.08065476190476191,0.0021258503401360546,0.0,0.0,0.0,0.02998511904761905,0.02655075187969925,0.0,0.0,0.024987599206349208,0.0,0.0,0.022817460317460316,0.0,0.0,0.0,0.059226190476190474,0.0,0.08094175170068027,0.0063025210084033615,0.0195046768707483,0.035488816738816736,0.023785903250188964,0.09472950572634117,0.03782642089093702,0.034517339544513456,0.033659297052154195,0.009537337662337662
HNSCC25_P4_A09_S201_comb,0.08043758043758044,0.0,0.021758365508365508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447255291005291,0.0,0.0,0.0,0.0,0.0,0.07318722943722944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04025297619047619,0.00963345864661654,0.0,0.0,0.033544146825396824,0.0,0.10595238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0333359906462585,0.0017507002801120449,0.0506483843537415,0.039186507936507936,0.013699924414210128,0.0411580771549126,0.04555491551459293,0.01358695652173913,0.0,0.019751082251082252
HNSCC25_P12_B08_S116_comb,0.06503378378378379,0.0,0.0024533462033462035,0.18673029556650247,0.0,0.0,0.022271825396825397,0.0,0.0,0.0,0.15773809523809523,0.0,0.035515873015873015,0.0,0.0,0.20386904761904762,0.0,0.0,0.0,0.0,0.0,0.20386904761904762,0.11755952380952381,0.03516604010025063,0.0,0.0,0.0,0.0,0.0,0.0,0.07610544217687075,0.0,0.0045386904761904765,0.020976921470342524,0.0,0.0,0.0037822420634920635,0.2638888888888889,0.08601190476190476,0.0,0.0,0.0,0.0,0.18055555555555555,0.0,0.10873724489795919,0.0,0.05564413265306122,0.05952380952380952,0.010605631141345427,0.11951853526220615,0.03864247311827957,0.0,0.0,0.022355248917748916
HNSCC25_P31_C10_S226_comb,0.042873230373230375,0.0,0.029601029601029602,0.01575328407224959,0.0,0.0,0.08680555555555555,0.0,0.027994791666666668,0.0,0.024733169129720855,0.0,0.0,0.0,0.01628637566137566,0.04153138528138528,0.09275793650793651,0.0,0.0,0.0,0.0266504329004329,0.04153138528138528,0.0,0.06265664160401002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014657738095238095,0.017400271512113617,0.0,0.0,0.03509424603174603,0.038070436507936505,0.0,0.09007936507936508,0.0,0.0,0.0,0.017361111111111112,0.0,0.11393229166666667,0.018513655462184874,0.009034863945578231,0.037022005772005775,0.060563114134542705,0.09894891500904159,0.03734639016897082,0.0,0.0,0.0091991341991342
HNSCC25_P12_G01_S169_comb,0.07553088803088803,0.019717261904761904,0.03760456885456885,0.05541871921182266,0.0,0.0,0.06597222222222222,0.0,0.054501488095238096,0.005247493734335839,0.033764367816091954,0.018069727891156462,0.0125,0.10376082251082251,0.0,0.14542748917748918,0.011078042328042327,0.0,0.0,0.019717261904761904,0.0,0.14542748917748918,0.17410714285714285,0.08787593984962407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02118577694235589,0.018069727891156462,0.0,0.0,0.13330853174603174,0.07291666666666667,0.06507936507936508,0.0,0.0,0.0,0.005456349206349206,0.0,0.08835565476190477,0.02144607843137255,0.1128295068027211,0.056502525252525256,0.0977891156462585,0.09169680530440025,0.053811443932411676,0.028629658385093168,0.0,0.008285984848484848
HNSCC25_P31_D03_S231_comb,0.051238738738738736,0.06919642857142858,0.021396396396396396,0.021705665024630543,0.0,0.0,0.05163690476190476,0.029265873015873016,0.02585565476190476,0.013862781954887217,0.030839490968801314,0.0,0.020436507936507937,0.0,0.0,0.0,0.01669973544973545,0.0,0.07976190476190476,0.06919642857142858,0.0,0.0,0.0,0.08153195488721804,0.03447420634920635,0.016462053571428572,0.04085497835497835,0.0,0.0,0.0,0.0,0.0,0.0,0.021564327485380116,0.0,0.07961309523809523,0.0,0.0,0.0,0.06279761904761905,0.0,0.03762755102040816,0.06296992481203008,0.059623015873015876,0.0,0.12594334608843538,0.0,0.05776998299319728,0.0,0.051658163265306124,0.06178420735382761,0.005688364055299539,0.0,0.0,0.0034158549783549785
HNSCC25_P31_G05_S269_comb,0.07597329472329473,0.01097470238095238,0.015484234234234234,0.07625205254515599,0.041914682539682536,0.0,0.031994047619047616,0.03406084656084656,0.03376116071428571,0.0,0.0318144499178982,0.06526360544217687,0.0,0.0,0.0,0.12973484848484848,0.0,0.0,0.0,0.01097470238095238,0.0,0.12973484848484848,0.0,0.0,0.04501488095238095,0.0,0.0,0.0,0.06526360544217687,0.024044486215538848,0.0,0.0,0.0,0.035113826232247285,0.0,0.0744047619047619,0.0,0.1189236111111111,0.05029761904761905,0.0,0.0,0.0,0.0,0.005753968253968254,0.03244047619047619,0.0914779974489796,0.026041666666666668,0.03369472789115646,0.047664141414141416,0.04641439909297052,0.08706298975286317,0.05090725806451613,0.0,0.02175453514739229,0.0
HNSCC25_P4_D07_S235_comb,0.20085263835263836,0.0,0.00933075933075933,0.10406403940886699,0.0,0.0,0.02554563492063492,0.0,0.0,0.022086466165413533,0.14788587848932677,0.0,0.0,0.1020021645021645,0.01917989417989418,0.17126623376623376,0.0,0.0,0.0,0.0,0.0,0.17126623376623376,0.0,0.04033521303258145,0.0,0.026227678571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.017261904761904763,0.015142021720969089,0.0,0.0,0.014384920634920634,0.15699404761904762,0.0,0.026587301587301587,0.0,0.036139455782312924,0.0,0.20664682539682538,0.0,0.04648968962585034,0.0070465686274509805,0.03422619047619048,0.0,0.027376228269085413,0.022943037974683545,0.08614151305683564,0.021577380952380952,0.0,0.0
HNSCC25_P12_G05_S173_comb,0.059684684684684686,0.0,0.0,0.18560139573070608,0.0,0.0,0.04712301587301587,0.0,0.023065476190476192,0.0337562656641604,0.184061986863711,0.0,0.016567460317460318,0.036931818181818184,0.0,0.3553841991341991,0.05406746031746032,0.0,0.0,0.0,0.0,0.3553841991341991,0.0,0.025610902255639098,0.030753968253968252,0.01999627976190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01711309523809524,0.0,0.0,0.0,0.3257688492063492,0.04702380952380952,0.03244047619047619,0.12606292517006804,0.0,0.0,0.26220238095238096,0.0,0.13202859268707484,0.005996148459383754,0.042889030612244895,0.025252525252525252,0.043390967498110354,0.12650693188667872,0.08194124423963134,0.0,0.0,0.015286796536796536
HNSCC24_P3_D12_S48_comb,0.13513513513513514,0.0,0.0026142213642213643,0.023860837438423644,0.0,0.0,0.012351190476190476,0.0,0.021484375,0.018405388471177946,0.04058908045977012,0.0,0.0,0.0,0.0,0.06290584415584416,0.04117063492063492,0.0,0.0,0.0,0.0,0.06290584415584416,0.0,0.01950187969924812,0.030877976190476192,0.021856398809523808,0.0,0.0,0.0,0.003289473684210526,0.0,0.0,0.0,0.009777046783625731,0.0,0.0,0.0,0.05766369047619048,0.0,0.02470238095238095,0.0,0.04995748299319728,0.0,0.046130952380952384,0.0,0.045107886904761904,0.0,0.0,0.0027507215007215005,0.005881519274376417,0.014259342977697409,0.035882296466973884,0.04089026915113872,0.002976190476190476,0.0078125
HNSCC25_P4_E01_S241_comb,0.03326093951093951,0.0,0.0,0.021243842364532018,0.0,0.0,0.001736111111111111,0.0,0.0,0.0,0.021243842364532018,0.0,0.0,0.0,0.0,0.056006493506493504,0.0,0.0,0.0,0.0,0.0,0.056006493506493504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02072890559732665,0.0,0.0,0.0,0.05133928571428571,0.0,0.0,0.0,0.0,0.0,0.04107142857142857,0.0,0.029735331632653062,0.0,0.0,0.0003156565656565657,0.01403061224489796,0.010718053044002411,0.032282066052227346,0.026947463768115944,0.0,0.00023674242424242425
HNSCC25_P31_F03_S255_comb,0.0,0.027157738095238096,0.0,0.02894088669950739,0.0,0.0,0.0,0.0,0.0,0.0,0.04217980295566502,0.0,0.0,0.008116883116883116,0.0,0.0762987012987013,0.0,0.0,0.0,0.027157738095238096,0.0,0.0762987012987013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011434837092731829,0.0,0.0,0.0,0.02643327067669173,0.0,0.0,0.0,0.06994047619047619,0.0,0.0,0.0,0.0,0.0,0.08154761904761905,0.0,0.057145514455782316,0.003326330532212885,0.0040391156462585035,0.016323953823953824,0.020290060468631896,0.07402802893309222,0.03233006912442396,9.704968944099378e-05,0.010345804988662131,0.0
HNSCC25_P4_F06_S258_comb,0.14949324324324326,0.0,0.0,0.02540024630541872,0.0,0.0,0.0,0.0,0.0,0.0,0.02540024630541872,0.0,0.0,0.02610930735930736,0.0,0.06696428571428571,0.0,0.0,0.0,0.0,0.0,0.06696428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00972483291562239,0.0,0.0,0.0,0.06138392857142857,0.0,0.0,0.0,0.0,0.0,0.049107142857142856,0.0,0.035342261904761904,0.0,0.0,0.02132936507936508,0.01197562358276644,0.008627185051235685,0.04356278801843318,0.04846014492753623,0.0,0.0
HNSCC25_P12_H04_S184_comb,0.061333655083655084,0.0,0.0,0.0354064039408867,0.056299603174603176,0.0,0.01433531746031746,0.036044973544973546,0.049479166666666664,0.01707393483709273,0.0354064039408867,0.0,0.0,0.0,0.0,0.09334415584415584,0.01603835978835979,0.05714285714285714,0.02906746031746032,0.0,0.0,0.09334415584415584,0.0,0.022634711779448622,0.06597222222222222,0.02027529761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043246136173767755,0.0,0.0,0.0,0.08556547619047619,0.16547619047619047,0.02867063492063492,0.07079081632653061,0.04634353741496599,0.022947994987468672,0.06845238095238096,0.0,0.07428518282312925,0.004332983193277311,0.04225127551020408,0.04085497835497835,0.03403722600151172,0.05438140446051838,0.06379608294930876,0.010157867494824016,0.0,0.015320616883116884
HNSCC25_P31_A10_S202_comb,0.006274131274131274,0.0,0.015524453024453025,0.002976190476190476,0.05406746031746032,0.0,0.014384920634920634,0.0,0.0,0.00046992481203007516,0.025810755336617405,0.0,0.024206349206349207,0.0,0.01240079365079365,0.007846320346320346,0.04794973544973545,0.0,0.0,0.0,0.0,0.007846320346320346,0.0,0.022713032581453633,0.0,0.0,0.0,0.0,0.0,0.019110275689223057,0.05187074829931973,0.0,0.011160714285714286,0.018575083542188807,0.0,0.0,0.009300595238095238,0.007192460317460317,0.0,0.051587301587301584,0.0,0.0,0.0,0.049900793650793654,0.0,0.1116470025510204,0.0024947478991596637,0.054209183673469385,0.0,0.008763227513227513,0.08855108499095841,0.03655433947772657,0.0,0.017290249433106575,0.01616612554112554
HNSCC25_P4_H02_S278_comb,0.0,0.0,0.0,0.06942733990147783,0.0,0.0,0.0,0.0,0.0,0.0,0.07189039408866996,0.0,0.0,0.0,0.0,0.18303571428571427,0.0,0.0,0.0,0.0,0.0,0.18303571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009972848788638262,0.0,0.0,0.0,0.16778273809523808,0.0,0.0,0.0,0.0,0.0,0.1128968253968254,0.0,0.0273703231292517,0.0,0.003082482993197279,0.013843795093795094,0.00977891156462585,0.011283152501506933,0.023473502304147464,0.01151656314699793,0.0,0.0
HNSCC25_P31_F10_S262_comb,0.07343951093951094,0.014694940476190476,0.025176962676962678,0.056291050903119866,0.10267857142857142,0.0,0.0,0.021825396825396824,0.0,0.0,0.043411330049261086,0.0,0.10238095238095238,0.0,0.03364748677248677,0.13717532467532467,0.0,0.0,0.0,0.014694940476190476,0.05505952380952381,0.13717532467532467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03986528822055138,0.10820578231292517,0.0,0.030282738095238095,0.020976921470342524,0.0,0.03273809523809524,0.02523561507936508,0.12574404761904762,0.0,0.021527777777777778,0.0627125850340136,0.0,0.0,0.08392857142857142,0.0,0.12166507227891156,0.0017069327731092437,0.0352891156462585,0.0,0.0,0.07611889692585895,0.01576900921658986,0.0,0.0496031746031746,0.043256222943722944
HNSCC25_P12_A01_S97_comb,0.05405405405405406,0.0,0.0,0.03586822660098522,0.0,0.0,0.03149801587301587,0.0,0.004464285714285714,0.0,0.07307060755336617,0.06717687074829932,0.0,0.05587121212121212,0.0,0.0945616883116883,0.0,0.0,0.0,0.0,0.0,0.0945616883116883,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.06717687074829932,0.048480576441102756,0.0,0.11607142857142858,0.0,0.025950292397660817,0.0,0.0,0.0,0.08668154761904762,0.0,0.01488095238095238,0.0,0.0,0.0,0.1064484126984127,0.0,0.131390837585034,0.015362394957983192,0.08731930272108844,0.09406565656565656,0.024943310657596373,0.11330244122965642,0.05241935483870968,0.011354813664596274,0.043863378684807254,0.0
HNSCC25_P4_C06_S222_comb,0.00908944658944659,0.0,0.0006435006435006435,0.0778427750410509,0.0,0.0,0.0,0.0,0.0,0.0,0.0778427750410509,0.0,0.0,0.007981601731601732,0.0,0.20386904761904762,0.0,0.0,0.0,0.0,0.0,0.20386904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008536967418546365,0.0,0.0,0.0,0.18687996031746032,0.0,0.0,0.0,0.0,0.0,0.11240079365079365,0.0,0.03082482993197279,0.0,0.0008503401360544217,0.01406926406926407,0.012140967498110356,0.011603375527426161,0.031177995391705068,0.006275879917184265,0.0,0.0
HNSCC25_P4_A06_S198_comb,0.2026222651222651,0.033482142857142856,0.0065154440154440154,0.0318144499178982,0.0,0.0,0.0408234126984127,0.0,0.0,0.015977443609022556,0.0318144499178982,0.0,0.0,0.07088744588744589,0.013392857142857142,0.08022186147186147,0.0,0.0,0.0,0.033482142857142856,0.021915584415584416,0.08022186147186147,0.0,0.023182957393483708,0.0,0.018973214285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.012053571428571429,0.0077015455304928985,0.0,0.0,0.010044642857142858,0.07353670634920635,0.0,0.018055555555555554,0.0,0.04336734693877551,0.0,0.061507936507936505,0.0,0.020394876700680274,0.021271008403361345,0.0273703231292517,0.0016233766233766235,0.06070483749055178,0.015653254972875227,0.09055779569892473,0.0562888198757764,0.0,0.0012175324675324675
HNSCC25_P31_G11_S275_comb,0.03511100386100386,0.0,0.019425675675675675,0.10647577996715928,0.1148313492063492,0.10813492063492064,0.005009920634920635,0.0,0.0078125,0.0,0.09785509031198686,0.0,0.0,0.017180735930735932,0.0,0.22172619047619047,0.0,0.025,0.0,0.0,0.0,0.22172619047619047,0.0,0.007910401002506265,0.010416666666666666,0.0,0.0,0.0,0.0939625850340136,0.0,0.0,0.0,0.0,0.0193843984962406,0.0,0.0,0.0,0.20324900793650794,0.13779761904761906,0.0,0.0,0.0,0.0,0.07609126984126983,0.0,0.11031834608843537,0.009891456582633053,0.03985969387755102,0.0,0.02643140589569161,0.08346518987341772,0.035810291858678955,0.0,0.0,0.0
HNSCC24_P3_C10_S34_comb,0.13581885456885456,0.0,0.02376930501930502,0.0485940065681445,0.0,0.0,0.06478174603174604,0.0,0.0,0.0,0.045412561576354676,0.0,0.0,0.15922619047619047,0.04373346560846561,0.12811147186147187,0.0,0.12678571428571428,0.0,0.0,0.06588203463203464,0.12811147186147187,0.08303571428571428,0.047462406015037595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03936011904761905,0.008145363408521303,0.0,0.0,0.03280009920634921,0.11743551587301587,0.0,0.0,0.0,0.0,0.0,0.08779761904761904,0.0,0.1194595025510204,0.046699929971988796,0.025616496598639456,0.04265873015873016,0.055815381708238854,0.0912823990355636,0.06725230414746544,0.004399585921325052,0.0,0.0
HNSCC25_P12_H10_S190_comb,0.058317245817245816,0.0,0.0,0.07014573070607553,0.04811507936507937,0.0,0.04528769841269841,0.0,0.0234375,0.0,0.07866379310344827,0.0,0.0,0.06277056277056277,0.0,0.1672077922077922,0.0,0.03005952380952381,0.0,0.0,0.0,0.1672077922077922,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012309419381787803,0.0,0.0,0.0,0.15327380952380953,0.0,0.0,0.0,0.0,0.0,0.13998015873015873,0.0,0.09883875425170068,0.02696078431372549,0.023543792517006803,0.012987012987012988,0.05061885865457294,0.09926913803496082,0.05592357910906298,0.0,0.0,0.0
HNSCC25_P12_D01_S133_comb,0.02939993564993565,0.05040922619047619,0.039132882882882886,0.01683087027914614,0.0,0.0,0.10004960317460318,0.026785714285714284,0.09133184523809523,0.047540726817042606,0.0008723316912972086,0.0,0.02132936507936508,0.0,0.0,0.0,0.03951719576719577,0.0,0.0,0.05040922619047619,0.0,0.0,0.15625,0.06837406015037593,0.058159722222222224,0.05366443452380952,0.0,0.0,0.0,0.0,0.0,0.08418367346938775,0.003794642857142857,0.011082393483709273,0.0,0.0,0.003162202380952381,0.0,0.0,0.14166666666666666,0.0,0.0,0.0,0.0016865079365079366,0.0,0.12263499149659864,0.0070903361344537815,0.08094175170068027,0.07147366522366522,0.09960789871504157,0.11705093429776973,0.06722830261136713,0.019733436853002072,0.0,0.007271374458874459
HNSCC25_P31_F01_S253_comb,0.021356177606177605,0.0,0.037162162162162164,0.054905582922824304,0.0,0.0,0.0470734126984127,0.046792328042328045,0.01906622023809524,0.0,0.06906814449917899,0.0,0.0,0.0,0.03406084656084656,0.06290584415584416,0.06349206349206349,0.0,0.0,0.0,0.055735930735930736,0.06290584415584416,0.15119047619047618,0.03007518796992481,0.0,0.0,0.0,0.0,0.07291666666666667,0.0,0.0,0.0,0.030654761904761903,0.02970969089390142,0.0,0.07018849206349206,0.02554563492063492,0.05766369047619048,0.15119047619047618,0.13214285714285715,0.0,0.0,0.0,0.07351190476190476,0.0,0.12991602891156462,0.05243347338935574,0.029336734693877552,0.0,0.022415910808767953,0.04294755877034358,0.010488671274961598,0.03894927536231884,0.0,0.0
