Cell,ATF3(+),ELF2(+),IRF8(+),IRF9(+),KDM5A(+),MEIS2(+),NFKB1(+),NFKB2(+),REL(+),RELB(+),STAT2(+),TAF1L(+),YY1(+),HIVEP3(+),IRF8(+),IRF9(+),NFKB1(+),REL(+),SREBF1(+),ELF2(+),IRF8(+),IRF9(+),KDM5A(+),NFKB1(+),REL(+),RELB(+),SREBF1(+),TAF1L(+),USF1(+),USF2(+),YY1(+),ZNF232(+),IRF8(+),OTX1(+),TAF1L(+),ARID3A(+),IRF8(+),IRF9(+),KDM5A(+),NFKB1(+),RELA(+),RELB(+),SREBF1(+),STAT2(+),TAF1L(+),ELF1(+),HIVEP3(+),IRF7(+),MAX(+),NFKB1(+),REL(+),RELB(+),STAT2(+),USF2(+),YY1(+)
HN26_P26_H05_S377_comb,0.11542792792792793,0.0,0.03957528957528957,0.025246305418719212,0.06994047619047619,0.0,0.0,0.0,0.0,0.0,0.08225574712643678,0.0,0.0,0.23782467532467533,0.08134920634920635,0.06655844155844155,0.0,0.0,0.0,0.0,0.1331168831168831,0.06655844155844155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07321428571428572,0.007557957393483709,0.0,0.0,0.06101190476190476,0.06101190476190476,0.0,0.0,0.0,0.0,0.0,0.07906746031746031,0.0,0.020793473639455783,0.06061799719887955,0.022161989795918366,0.013708513708513708,0.013440098261526832,0.011848251959011452,0.04997119815668203,0.03561723602484472,0.0,0.0
HNSCC26_P24_F12_S360_comb,0.08112129987129987,0.0,0.0,0.02139778325123153,0.0,0.0,0.0,0.0,0.0,0.0,0.017138752052545156,0.0,0.0,0.039096320346320344,0.0,0.054924242424242424,0.0,0.0,0.0,0.0,0.0,0.054924242424242424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015102861319966583,0.0,0.0,0.0,0.050347222222222224,0.0,0.0,0.0,0.0,0.0,0.033134920634920635,0.0,0.027210884353741496,0.017463235294117647,0.022799744897959183,0.04973845598845599,0.008574263038548753,0.009286467751657625,0.01884120583717358,0.01229296066252588,0.0,0.016639610389610388
HNSCC26_P24_F03_S351_comb,0.13119369369369369,0.0,0.012025418275418276,0.020884646962233168,0.0,0.0,0.011061507936507937,0.0,0.0,0.0,0.027452791461412152,0.0,0.0,0.17951839826839827,0.0,0.032196969696969696,0.0,0.0,0.0,0.0,0.0,0.032196969696969696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01006422305764411,0.0,0.0,0.0,0.029513888888888888,0.0,0.0,0.03592687074829932,0.0,0.0,0.053075396825396824,0.0,0.023158482142857144,0.031906512605042014,0.01594387755102041,0.03648088023088023,0.020219198790627363,0.03145720313441833,0.06252400153609831,0.034970238095238096,0.0,0.0
HN26_P6_D08_S44_comb,0.09801319176319176,0.0,0.0,0.01565065681444992,0.0,0.0,0.0,0.023478835978835978,0.0,0.011121553884711779,0.028017241379310345,0.0,0.0,0.0,0.0,0.018533549783549784,0.0,0.0,0.0,0.0,0.0,0.018533549783549784,0.0,0.0,0.0,0.013206845238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010155597326649958,0.0,0.0,0.0,0.0169890873015873,0.0,0.023015873015873017,0.0,0.03018707482993197,0.0,0.0,0.0,0.03043951955782313,0.017900910364145657,0.021736819727891158,0.025387806637806636,0.009282879818594105,0.017706449668474986,0.016033026113671276,0.021124482401656316,0.0,0.0
HN25_P5_E12_S60_comb,0.12314993564993565,0.0,0.002775096525096525,0.06486042692939245,0.0,0.0,0.0,0.0,0.0,0.0,0.06486042692939245,0.0,0.0,0.018533549783549784,0.0,0.170995670995671,0.0,0.0,0.0,0.0,0.0,0.170995670995671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014006370091896408,0.0,0.0,0.0,0.15674603174603174,0.0,0.0,0.0,0.0,0.0,0.1253968253968254,0.0,0.031063988095238096,0.0,0.003667091836734694,0.016865079365079364,0.01473922902494331,0.010378993369499698,0.03583429339477726,0.036717132505175984,0.0,0.0
HNSCC26_P24_C01_S313_comb,0.10943532818532818,0.0,0.0,0.0036432676518883414,0.0,0.0,0.013392857142857142,0.0,0.0,0.0,0.032378899835796386,0.0,0.0,0.1295995670995671,0.0,0.009604978354978354,0.0,0.0,0.0,0.0,0.0,0.009604978354978354,0.0,0.021146616541353382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009346282372598162,0.0,0.0,0.0,0.008804563492063492,0.0,0.0,0.0,0.0,0.0,0.06259920634920635,0.0,0.019331951530612245,0.03764005602240896,0.003241921768707483,0.01600829725829726,0.013534580498866213,0.009926913803496081,0.04694700460829493,0.03125,0.0,0.0
HN25_P5_F01_S61_comb,0.14687902187902188,0.0,0.0,0.0789716748768473,0.0,0.0,0.019642857142857142,0.0,0.0,0.0,0.07604679802955665,0.0,0.0,0.07183441558441558,0.0,0.20819805194805194,0.0,0.0,0.0,0.0,0.0,0.20819805194805194,0.0,0.03101503759398496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011630639097744361,0.0,0.0,0.0,0.19084821428571427,0.0,0.0,0.0,0.0,0.0,0.14702380952380953,0.0,0.02923044217687075,0.018207282913165267,0.022108843537414966,0.01158910533910534,0.02513227513227513,0.02550482218203737,0.03662634408602151,0.042346014492753624,0.0,0.0
HN26_P5_D12_S48_comb,0.15805984555984556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010218253968253968,0.0,0.0,0.0,0.07172619047619047,0.0,0.0,0.0,0.013933982683982684,0.0,0.011054421768707483,0.0,0.0,0.0,0.0,0.007427422723475355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00806704260651629,0.0,0.0,0.03750797193877551,0.0,0.0,0.0,0.024848828420256992,0.006931886678722122,0.026785714285714284,0.017727743271221532,0.0,0.011532738095238096
HN25_P25_C11_S323_comb,0.1957850707850708,0.0,0.0,0.02658045977011494,0.0,0.0,0.028025793650793652,0.0,0.0,0.00681390977443609,0.012366584564860427,0.0,0.0,0.06452922077922078,0.0,0.028003246753246752,0.0,0.13779761904761906,0.0,0.0,0.0,0.028003246753246752,0.0,0.0,0.0,0.0,0.0,0.0,0.036139455782312924,0.0,0.0,0.0,0.0,0.013184001670843775,0.0,0.0,0.0,0.025669642857142856,0.0,0.0,0.0,0.0,0.0,0.023908730158730157,0.0,0.03940795068027211,0.029105392156862746,0.0,0.0,0.055980725623582764,0.02708710066305003,0.09478206605222735,0.061755952380952384,0.0,0.0
HN25_P25_B12_S312_comb,0.02027027027027027,0.0,0.0,0.1056547619047619,0.02976190476190476,0.0,0.0,0.0,0.0,0.0,0.11314655172413793,0.0,0.0,0.0,0.0,0.24878246753246752,0.0,0.0,0.0,0.0,0.0,0.24878246753246752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009059106098579782,0.0,0.0,0.0,0.23995535714285715,0.0,0.0,0.0,0.0,0.0,0.14930555555555555,0.0,0.042849170918367346,0.0,0.0,0.03612012987012987,0.004983938019652305,0.011678722121760096,0.0015841013824884793,0.00042054865424430643,0.0,0.0
HN25_P5_E11_S59_comb,0.08643018018018019,0.0,0.00896879021879022,0.09785509031198686,0.0,0.0,0.004067460317460318,0.0,0.0,0.0,0.09698275862068965,0.0,0.0,0.0,0.0,0.231737012987013,0.0,0.0,0.0,0.0,0.0,0.231737012987013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012009189640768587,0.0,0.0,0.0,0.21242559523809523,0.0,0.0,0.0,0.0,0.0,0.1357142857142857,0.0,0.031050701530612245,0.0,0.011851615646258503,0.0031565656565656565,0.052012471655328796,0.0240544002411091,0.03943452380952381,0.01306935817805383,0.0,0.0
HN26_P5_G11_S83_comb,0.1718548906048906,0.0,0.0,0.0,0.0,0.0,0.0,0.021494708994708994,0.0,0.010181704260651629,0.0,0.035076530612244895,0.0,0.04085497835497835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01209077380952381,0.0,0.0,0.02976190476190476,0.010103383458646616,0.0,0.0,0.0,0.03606672932330827,0.035076530612244895,0.0,0.0,0.0,0.0,0.0,0.0,0.027636054421768707,0.023104636591478697,0.0,0.0,0.041693239795918366,0.0,0.01684736394557823,0.06849747474747475,0.009542705971277399,0.04172317661241712,0.021745391705069124,0.024909420289855072,0.009141156462585034,0.0
HNSCC26_P12_G04_S268_comb,0.053973616473616474,0.0,0.020953989703989703,0.07892036124794745,0.0,0.0,0.002380952380952381,0.0,0.0,0.0,0.09446839080459771,0.0,0.0,0.0,0.0,0.09226190476190477,0.0,0.0,0.0,0.0,0.0,0.09226190476190477,0.0,0.0037593984962406013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01268796992481203,0.0,0.0,0.0,0.12748015873015872,0.0,0.0,0.0,0.0,0.0,0.18263888888888888,0.0,0.033522002551020405,0.0,0.052083333333333336,0.02259199134199134,0.0011337868480725624,0.009569017480409886,0.014520929339477727,0.0037525879917184265,0.0,0.03243371212121212
HN25_P23_G05_S269_comb,0.13167631917631917,0.0,0.007722007722007722,0.04125615763546798,0.0,0.0,0.0,0.0,0.0,0.03994360902255639,0.05167282430213465,0.0,0.0,0.0,0.0,0.08292748917748918,0.0,0.0,0.013988095238095239,0.0,0.0,0.08292748917748918,0.0,0.0,0.0,0.04743303571428571,0.0,0.0,0.03869047619047619,0.0,0.0,0.0,0.0,0.021237990810359233,0.0,0.0,0.0,0.07601686507936507,0.0,0.0,0.0,0.10841836734693877,0.0,0.09216269841269842,0.0,0.03324298469387755,0.041666666666666664,0.0313562925170068,0.024125180375180376,0.04195011337868481,0.013731916817359855,0.03362615207373272,0.03804347826086957,0.0,0.0
HN26_P25_E02_S146_comb,0.06817084942084942,0.0,0.022763835263835262,0.007799671592775041,0.07589285714285714,0.0,0.0,0.0,0.0,0.0,0.03391830870279146,0.0,0.0,0.08468614718614718,0.046792328042328045,0.020562770562770564,0.0,0.0,0.0,0.0,0.07656926406926406,0.020562770562770564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04211309523809524,0.008458646616541353,0.0,0.0,0.03509424603174603,0.018849206349206348,0.0,0.0,0.0,0.0,0.0,0.06557539682539683,0.0,0.017617984693877552,0.05042016806722689,0.0,0.025162337662337664,0.008527021919879063,0.009060427968655816,0.03595430107526882,0.04364001035196687,0.0,0.0
HN25_P25_F01_S349_comb,0.1858912483912484,0.021763392857142856,0.008888352638352639,0.012777093596059113,0.0,0.0,0.0,0.0,0.0,0.0,0.012777093596059113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021763392857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012074456975772765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02470238095238095,0.0,0.021696960034013606,0.0,0.019026360544217687,0.029265873015873016,0.02161281179138322,0.0,0.05277937788018433,0.05803571428571429,0.0,0.00716991341991342
HN26_P26_E10_S346_comb,0.0888030888030888,0.0,0.0,0.09067118226600986,0.0,0.0,0.0,0.0,0.0,0.0,0.0807163382594417,0.0,0.0,0.10836038961038962,0.0,0.1764069264069264,0.0,0.0,0.0,0.0,0.0,0.1764069264069264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008171470342522974,0.0,0.0,0.0,0.16170634920634921,0.0,0.0,0.0,0.0,0.0,0.11011904761904762,0.0,0.02254730017006803,0.012429971988795517,0.0,0.027146464646464648,0.008786848072562359,0.0176876130198915,0.031874039938556066,0.018568840579710144,0.0,0.0
HN26_P6_B04_S16_comb,0.11530727155727155,0.0,0.04979086229086229,0.029094827586206896,0.06944444444444445,0.0,0.01755952380952381,0.0,0.0,0.0,0.08595032840722495,0.0,0.0,0.23714826839826839,0.08167989417989419,0.04531926406926407,0.0,0.0,0.0,0.0,0.13365800865800867,0.04531926406926407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07351190476190476,0.003785505430242272,0.0,0.0,0.06125992063492063,0.04154265873015873,0.0,0.0,0.0,0.0,0.0,0.09454365079365079,0.0,0.02100605867346939,0.11248249299719888,0.04336734693877551,0.0,0.024163832199546487,0.014353526220614829,0.06533218125960061,0.07353131469979296,0.0,0.0
